Material_Pair,Core_Formula,Shell_Formula,Master_Consensus_Score,Master_Confidence_Index_%,Score_Delta,DualTree_Score,MultiParadigm_Score,DualTree_Agreement_%,MultiParadigm_Agreement_%,Core_Eg_nano_3nm_eV,Shell_Eg_bulk_eV,Total_Confinement_eV,Dielectric_Contrast_Ratio,Defect_Gradient_eV,Confinement_Asymmetry,Core_a_A,Shell_a_A,Lattice_Mismatch_pct,Strain_Decay_Factor,Synthesizability_Index,Synthesis_Regime,Confinement_Gain_vs_Lit,Synth_Gain_vs_Lit,Dielectric_Gain_vs_Lit,Composite_Benchmark_Index,Benchmark_Tier
Ba3Zr2S7 / Ba2DyCl7,Ba3Zr2S7,Ba2DyCl7,0.6500265553272402,76.70333573677235,0.0294083131152914,0.6353223987695945,0.664730711884886,70.24041034898168,87.81438606693597,1.082816997726819,5.4194,4.336600000000001,17.31921624773407,-0.7210170602916661,-0.1356362127011944,5.6641,6.0236,6.346992461291285,0.6811361652088141,0.6392950413806889,Requires Buffer Layer (High Dislocation Risk),1.205,0.945,8.38,2.9076,Tier 2: Competitive Alternative
Ba(GdSe2)2 / Ba2DyCl7,Ba(GdSe2)2,Ba2DyCl7,0.6805161287464296,72.07363551207148,0.0449144687096026,0.6580588943916283,0.702973363101231,65.70810139048649,85.21793224902262,1.481060739031996,5.4194,3.9384,17.31921624773407,-0.6162207365416692,-0.0547938249035141,5.772,6.0236,4.358974358974356,0.7681901781282912,0.7227155449963248,Semi-Coherent (Moderate Strain Risk),1.094,1.068,8.38,2.9065,Tier 1: Next-Gen Breakthrough
AgHg2PO4 / BHS3O11,AgHg2PO4,BHS3O11,0.599611544514154,81.32871366394066,0.0246912029968011,0.5872659430157534,0.6119571460125546,76.77349541608778,90.0018149550211,1.4446169977268193,5.696299999999999,4.2517,18.90549771873661,-0.2757919300185998,0.0368088058894089,3.9451,5.0968,29.19317634533979,0.1709836794421596,0.2812439874161339,Requires Buffer Layer (High Dislocation Risk),1.181,0.416,9.148,2.9048,Tier 2: Competitive Alternative
Ba4P2O / Ba2CaP4(H3O8)2,Ba4P2O,Ba2CaP4(H3O8)2,0.6251859198119958,77.387089532982,0.0238288303239618,0.6132715046500149,0.6371003349739768,70.31503553417535,88.23725926196057,1.2965169977268192,5.4657,4.1692,17.581490207109955,-1.054046435680857,0.2149093351242444,3.996,3.8994,2.417417417417418,0.8639384477432466,0.6060824065163518,Semi-Coherent (Moderate Strain Risk),1.158,0.896,8.507,2.9035,Tier 1: Next-Gen Breakthrough
Ag15P4S16Cl3 / Al2H16S3O20,Ag15P4S16Cl3,Al2H16S3O20,0.6077178172665704,77.52824758779926,0.0225911724104623,0.5964222310613392,0.6190134034718016,70.52572393077803,88.11464312831143,1.481216997726819,5.6055,4.1243,18.38077615890793,-1.2511448376242442,-0.3031544746987367,4.7847,4.348,9.127009007879284,0.575691101084519,0.4285760152405191,Requires Buffer Layer (High Dislocation Risk),1.146,0.633,8.894,2.9034,Tier 2: Competitive Alternative
Ba3Zr2S7 / Ba2Ca(BO2)6,Ba3Zr2S7,Ba2Ca(BO2)6,0.6023654392711757,80.9832166277331,0.0176770902370045,0.5935268941526735,0.611203984389678,75.14274162683523,89.73830883603524,1.082816997726819,5.0129,3.9301,19.213913209575576,-0.9645633088392852,-0.020635607236457,5.6641,4.1748,26.293674193605337,0.2037692019274264,0.2753472891720243,Requires Buffer Layer (High Dislocation Risk),1.092,0.407,9.297,2.9034,Tier 2: Competitive Alternative
Ba4LaGe3SbSe13 / Ba2HoCl7,Ba4LaGe3SbSe13,Ba2HoCl7,0.6468020466993855,75.96660933584114,0.0281585890723616,0.6327227521632046,0.6608813412355663,68.81584798827134,87.51955505517331,1.4883785721190117,5.4559,3.9675,17.408975662191686,-1.4092840607741486,-0.2036798991808443,5.952,6.0199,1.1407930107526856,0.933309901674788,0.6874217916994134,Coherent Epitaxy (Low Strain Risk),1.102,1.016,8.424,2.9023,Tier 1: Next-Gen Breakthrough
Ba2Zr6BCl17 / Ba2HoCl7,Ba2Zr6BCl17,Ba2HoCl7,0.6732415374802598,72.73875341306223,0.0417417695360893,0.6523706527122152,0.6941124222483045,66.18792468473393,85.62658856572473,1.3409169977268192,5.4559,4.115,17.526026148831015,-0.5422451652243594,-0.1704009720534629,5.4162,6.0199,11.146191056460248,0.5094902520353419,0.6164117280340187,Requires Buffer Layer (High Dislocation Risk),1.143,0.911,8.48,2.8961,Tier 2: Competitive Alternative
Ba3Cr2O8 / AlPO4,Ba3Cr2O8,AlPO4,0.6082591367610375,80.31124006396253,0.0266662346437752,0.5949260194391498,0.6215922540829251,75.55580531992831,89.46721745493636,1.4032169977268192,5.6178,4.2146,18.45154623957488,-0.4975743576114144,0.1508090922032933,4.8242,4.0145,16.78413001119357,0.362243056496269,0.3761836351442187,Requires Buffer Layer (High Dislocation Risk),1.171,0.556,8.928,2.8949,Tier 2: Competitive Alternative
Ba3Ta2Se9 / Al(PO3)3,Ba3Ta2Se9,Al(PO3)3,0.586338483556661,80.25469374117371,0.0240580194832151,0.5743094738150534,0.5983674932982685,75.00805864135022,89.45805787651268,1.5010593186159011,5.8176,4.3165,19.08612596592617,-1.2647413937781036,-0.2273832966523804,6.2292,3.7814,39.29557567584922,0.0927931618942928,0.199711323839353,Requires Buffer Layer (High Dislocation Risk),1.199,0.295,9.235,2.8917,Tier 2: Competitive Alternative
Ba2As2Se5 / Ba2DyCl7,Ba2As2Se5,Ba2DyCl7,0.6359360646586383,78.43066965789107,0.0314395242518071,0.6202163025327346,0.6516558267845418,73.53167295786515,88.42139372556522,1.2791169977268189,5.4194,4.1403,17.31921624773407,-1.5755506853090244,-0.0332584595319179,5.8789,6.0236,2.4613448094031245,0.8616454869352597,0.650389273467015,Semi-Coherent (Moderate Strain Risk),1.15,0.961,8.38,2.8915,Tier 1: Next-Gen Breakthrough
Ba3Zr2S7 / AlPO4,Ba3Zr2S7,AlPO4,0.5984881452193553,80.26193547794641,0.0252429160369718,0.5858666872008694,0.6111096032378412,75.21594920247435,89.46494780958713,1.082816997726819,5.6178,4.535,18.45154623957488,-0.9777696611210308,0.0905402425578831,5.6641,4.0145,29.12377959428683,0.1717030641210421,0.2931839639714942,Requires Buffer Layer (High Dislocation Risk),1.26,0.433,8.928,2.8876,Tier 2: Competitive Alternative
Ba(GdSe2)2 / Ba2B11H7O22,Ba(GdSe2)2,Ba2B11H7O22,0.6156872696898987,79.05022560479706,0.024655502539079,0.6033595184203592,0.6280150209594382,73.1046514276831,88.9923836416399,1.481060739031996,5.6652,4.184200000000001,18.725422882466763,-0.3163626309127005,-0.1433009894364514,5.772,3.737,35.256410256410255,0.1184797972228114,0.3007352061255409,Requires Buffer Layer (High Dislocation Risk),1.162,0.444,9.061,2.8856,Tier 2: Competitive Alternative
Ba2As2Se5 / Al2H16S3O20,Ba2As2Se5,Al2H16S3O20,0.6174401710641269,78.77562821958313,0.0290345518005019,0.6029228951638759,0.6319574469643778,73.63994788340685,88.62252678170111,1.2791169977268189,5.6055,4.3264,18.38077615890793,-0.4382291470447976,-0.2104289940828402,5.8789,4.348,26.04058582387861,0.2069132941422923,0.3505610610179429,Requires Buffer Layer (High Dislocation Risk),1.202,0.518,8.894,2.8855,Tier 2: Competitive Alternative
Ba2InBiSe5 / Ba2B11H7O22,Ba2InBiSe5,Ba2B11H7O22,0.6067476217166197,77.36342086870616,0.0231694675446351,0.595162887944302,0.6183323554889372,70.2803448804638,88.1164666406609,1.316416997726819,5.6652,4.3488,18.725422882466763,-1.1004360767170958,-0.2959896983075791,5.9323,3.737,37.00588304704752,0.1065803706610648,0.2645715919377862,Requires Buffer Layer (High Dislocation Risk),1.208,0.391,9.061,2.8852,Tier 2: Competitive Alternative
Ba2Zr6BCl17 / Ba2B11H7O22,Ba2Zr6BCl17,Ba2B11H7O22,0.5990245861190846,79.79651331714494,0.0177004730197931,0.590174349609188,0.6078748226289812,72.98082270743119,89.48797856025551,1.3409169977268192,5.6652,4.3243,18.725422882466763,-0.2457277792620562,-0.2593483338343778,5.4162,3.737,31.003286436985334,0.1532478353173856,0.2678041779192563,Requires Buffer Layer (High Dislocation Risk),1.201,0.396,9.061,2.8842,Tier 2: Competitive Alternative
Ba3(TaS4)2 / AlPO4,Ba3(TaS4)2,AlPO4,0.5850027505163665,83.16191241922692,0.01695636784325,0.5765245665947415,0.5934809344379915,78.05995326980363,91.13276554527832,1.000616997726819,5.6178,4.6172,18.45154623957488,-1.2844386875088605,-0.136619596292125,5.6703,4.0145,29.201276828386508,0.170899904423041,0.2686944581866246,Requires Buffer Layer (High Dislocation Risk),1.283,0.397,8.928,2.884,Tier 2: Competitive Alternative
Ba2InSbSe5 / Ba2HoCl7,Ba2InSbSe5,Ba2HoCl7,0.5948240087339886,79.18217872060089,0.010908908284573,0.589369554591702,0.6002784628762751,70.95211015832798,89.15888342725073,1.0234169977268193,5.4559,4.4325,17.526026148831015,-1.4364766904571766,-0.3352284263959391,5.8583,6.0199,2.758479422358022,0.8462943867251821,0.5190398019774366,Semi-Coherent (Moderate Strain Risk),1.231,0.767,8.48,2.8811,Tier 1: Next-Gen Breakthrough
Ba3(NaSb2)2 / Ba2CaP4(H3O8)2,Ba3(NaSb2)2,Ba2CaP4(H3O8)2,0.6059632976660593,81.82191342787443,0.0211817362079844,0.595372429562067,0.6165541657700515,76.82419467976878,90.36090280889104,1.194216997726819,5.4657,4.2715,17.581490207109955,-1.6730711856691285,-0.1803815989699169,4.07,3.8994,4.191646191646199,0.7760063354484168,0.5391569200218409,Semi-Coherent (Moderate Strain Risk),1.187,0.797,8.507,2.8803,Tier 1: Next-Gen Breakthrough
Ba3AlAs3 / Ba2CaP4(H3O8)2,Ba3AlAs3,Ba2CaP4(H3O8)2,0.6002934698909306,82.45837312662933,0.0219441344851631,0.589321402648349,0.6112655371335122,77.98028668856986,90.6366114540004,1.1875169977268192,5.4657,4.2782,17.581490207109955,-1.5194071762931,0.1306156794913748,3.7687,3.8994,3.4680393769734934,0.8107330972449439,0.5358788108083745,Semi-Coherent (Moderate Strain Risk),1.188,0.792,8.507,2.8793,Tier 1: Next-Gen Breakthrough
Ba(GdTe2)2 / Ba2CaP4(H3O8)2,Ba(GdTe2)2,Ba2CaP4(H3O8)2,0.607077930399176,76.89816238930999,0.0104221629925768,0.6018668489028876,0.6122890118954644,68.61636899167804,86.79972767810446,1.013858253812388,5.4657,4.4519,17.581490207109955,-0.7523762367692901,-0.293380354455401,3.6815,3.8994,5.9187831047127455,0.6990126931955778,0.4953517828602715,Requires Buffer Layer (High Dislocation Risk),1.237,0.732,8.507,2.8777,Tier 2: Competitive Alternative
AgHg2AsO4 / B5H12NO12,AgHg2AsO4,B5H12NO12,0.6105709380566788,79.65177093120477,0.0314373791636429,0.5948522484748573,0.6262896276385003,75.5561084217847,88.91807056816063,0.9995169977268192,5.5022,4.5027,17.789162841996657,-0.777731739340277,-0.2038554644990783,4.1625,3.6013,13.48228228228227,0.4423392850745175,0.4342612578002978,Requires Buffer Layer (High Dislocation Risk),1.251,0.642,8.608,2.8768,Tier 2: Competitive Alternative
Ba2Tl2O5 / Ba(PO3)2,Ba2Tl2O5,Ba(PO3)2,0.6176923503712983,80.3191693076675,0.0203287572211748,0.6075279717607108,0.6278567289818857,74.23739573728147,89.73428333302212,1.0156169977268188,5.4349,4.4193,17.40684437120676,-1.016210284179892,0.1316724368112596,4.7113,4.3882,6.857979750811863,0.6604011834458159,0.5413215774029285,Requires Buffer Layer (High Dislocation Risk),1.228,0.8,8.423,2.8767,Tier 2: Competitive Alternative
Ba3Sb2Se7 / Al2H16S3O20,Ba3Sb2Se7,Al2H16S3O20,0.6031092309882362,80.7859252740073,0.0182245709494356,0.5939969455135184,0.6122215164629541,74.62101717951515,89.95007083830603,1.1737615750124288,5.6055,4.431699999999999,18.38077615890793,-0.2877553310769185,-0.1688516821987048,6.0464,4.348,28.08944165123049,0.1827911161473302,0.3098821966392189,Requires Buffer Layer (High Dislocation Risk),1.231,0.458,8.894,2.8762,Tier 2: Competitive Alternative
Ba3In2O6 / Ba(PO3)2,Ba3In2O6,Ba(PO3)2,0.6281761937730601,78.66918020403351,0.0279491656430792,0.6142016109515205,0.6421507765945997,73.18560008374682,88.67667588678644,1.107916997726819,5.4349,4.327,17.40684437120676,-0.4790616831277035,0.0971111624682228,4.7259,4.3882,7.145728855879301,0.6490038722683317,0.5576122080803654,Requires Buffer Layer (High Dislocation Risk),1.202,0.824,8.423,2.8749,Tier 2: Competitive Alternative
AgHg2PO4 / AlH10SO9F,AgHg2PO4,AlH10SO9F,0.6398408452331668,77.3400731111292,0.0258043511373983,0.6269386696644677,0.652743020801866,70.60354649982898,88.17374469712044,1.4446169977268193,5.459199999999999,4.0146,17.544680452886684,-0.218473610830626,0.0296916255666816,3.9451,4.1709,5.723555803401677,0.70731785872602,0.588920828284739,Requires Buffer Layer (High Dislocation Risk),1.115,0.87,8.489,2.873,Tier 2: Competitive Alternative
Ba2MnSe3 / AlPO4,Ba2MnSe3,AlPO4,0.6109660666908402,80.21363930900941,0.0260952205763336,0.5979184564026734,0.624013676979007,75.46845587255426,89.25737976094152,1.322916997726819,5.6178,4.2949,18.45154623957488,-1.3545423888356476,0.099164124892314,5.7412,4.0145,30.075593952483803,0.1620948803331298,0.316491129166802,Requires Buffer Layer (High Dislocation Risk),1.193,0.468,8.928,2.873,Tier 2: Competitive Alternative
Ba2SnSe5 / Al2H16S3O20,Ba2SnSe5,Al2H16S3O20,0.6205026731226072,78.78878814770833,0.025091729340525,0.6079568084523447,0.6330485377928697,72.76817680309176,88.86505684341692,1.3426169977268192,5.6055,4.2629,18.38077615890793,-0.2212987652500955,-0.1772267705083393,6.2206,4.348,30.103205478571205,0.161824327310571,0.3399013640760842,Requires Buffer Layer (High Dislocation Risk),1.184,0.502,8.894,2.8729,Tier 2: Competitive Alternative
Ba2Zr6BCl17 / Ba2DyCl7,Ba2Zr6BCl17,Ba2DyCl7,0.6780349668766064,71.88463194876698,0.0411970694838695,0.6574364321346716,0.6986335016185412,64.70185698525668,85.24476845960083,1.3409169977268192,5.4194,4.0785,17.31921624773407,-0.5455858848910249,-0.1808753218094888,5.4162,6.0236,11.214504634245417,0.507388888794908,0.6248232354043575,Requires Buffer Layer (High Dislocation Risk),1.133,0.923,8.38,2.8714,Tier 2: Competitive Alternative
Ba3Cr2O8 / Ba2Ca(BO2)6,Ba3Cr2O8,Ba2Ca(BO2)6,0.5852012609354887,81.56352234367492,0.0209409462943235,0.574730787788327,0.5956717340826505,76.3835820447521,90.23256237465174,1.4032169977268192,5.0129,3.6097,19.213913209575576,-0.484368005329669,0.039864808709865,4.8242,4.1748,13.461299282782637,0.4429011787553975,0.279100264234279,Requires Buffer Layer (High Dislocation Risk),1.003,0.412,9.297,2.8697,Tier 2: Competitive Alternative
Ba2Zr6BCl17 / Ba2Ca(BO2)6,Ba2Zr6BCl17,Ba2Ca(BO2)6,0.601451109939338,80.18125804845921,0.0203703031569014,0.5912659583608872,0.6116362615177887,74.15861820008418,89.53845694340518,1.3409169977268192,5.0129,3.672,19.213913209575576,-0.7891321334386441,-0.0627995642701525,5.4162,4.1748,22.920128503378745,0.2499066640938896,0.2627927159249962,Requires Buffer Layer (High Dislocation Risk),1.02,0.388,9.297,2.8682,Tier 2: Competitive Alternative
Ba4LaGe3SbSe13 / Ba2DyCl7,Ba4LaGe3SbSe13,Ba2DyCl7,0.6423207007034615,76.09081219806691,0.0309125279908886,0.6268644367080172,0.6577769646989058,69.56905945345002,87.46694482037574,1.4883785721190117,5.4194,3.931,17.203546975487537,-1.412624780440814,-0.2148562706690409,5.952,6.0236,1.2029569892473135,0.9298063894924355,0.6671094666978927,Coherent Epitaxy (Low Strain Risk),1.092,0.986,8.324,2.8629,Tier 1: Next-Gen Breakthrough
Ba2Tl2O5 / Ba2CaP4(H3O8)2,Ba2Tl2O5,Ba2CaP4(H3O8)2,0.6297723221544798,79.23896141564418,0.0237796102754419,0.6178825170167588,0.6416621272922007,73.18984649979875,89.14841696958355,1.0156169977268188,5.4657,4.4501,17.581490207109955,-0.5971026260682337,0.015303026898272,4.7113,3.8994,17.233035467917553,0.3525373708304057,0.4653350149148029,Requires Buffer Layer (High Dislocation Risk),1.236,0.688,8.507,2.8619,Tier 2: Competitive Alternative
Ba3Zr6BeCl18 / Ba(PO3)2,Ba3Zr6BeCl18,Ba(PO3)2,0.6785563840646358,73.35846763342629,0.0396127592640257,0.6587500044326229,0.6983627636966486,66.74903255361794,86.01948523137354,1.2822169977268187,5.4349,4.152699999999999,17.40684437120676,-0.6940343479761886,0.0214077588075228,5.4707,4.3882,19.78723015336245,0.3020606589643977,0.565178575531235,Requires Buffer Layer (High Dislocation Risk),1.154,0.835,8.423,2.8594,Tier 2: Competitive Alternative
Ba2InCuO4 / Ba2CaP4(H3O8)2,Ba2InCuO4,Ba2CaP4(H3O8)2,0.6556418810367701,75.2386750052179,0.0342100128599177,0.6385368746068113,0.6727468874667291,68.85150284762264,86.95602468331865,1.3662169977268188,5.4657,4.0995,17.581490207109955,-0.3366020990311975,-0.1816075131113551,4.5464,3.8994,14.231039943691718,0.4227484673691973,0.5331984632925638,Requires Buffer Layer (High Dislocation Risk),1.139,0.788,8.507,2.8581,Tier 2: Competitive Alternative
Ba(SmTe2)2 / Ba2CaP4(H3O8)2,Ba(SmTe2)2,Ba2CaP4(H3O8)2,0.6093813414986525,76.47496916686691,0.0094528675782974,0.6046549077095038,0.6141077752878012,67.8557238721134,86.55382750359936,1.051116997726819,5.4657,4.4146,17.581490207109955,-0.7667029978407189,-0.3034929551941286,3.6075,3.8994,8.091476091476094,0.6129117585724162,0.465476996809211,Requires Buffer Layer (High Dislocation Risk),1.226,0.688,8.507,2.8581,Tier 2: Competitive Alternative
Ag2P2PdO7 / AlH10SO9F,Ag2P2PdO7,AlH10SO9F,0.6131420488786075,79.59689046160747,0.0256970097497427,0.600293544003736,0.6259905537534788,74.37753437663477,89.01494467377316,1.4222169977268189,5.459199999999999,4.037,17.544680452886684,0.0589767759947694,-0.1248451820658905,4.0423,4.1709,3.181357148158217,0.8249173269193073,0.5502976896796612,Semi-Coherent (Moderate Strain Risk),1.121,0.813,8.489,2.8555,Tier 1: Next-Gen Breakthrough
Ba3Ta2Se9 / Ba2HoCl7,Ba3Ta2Se9,Ba2HoCl7,0.6585768520993718,75.23287437658284,0.0387493769665258,0.6392021636161089,0.6779515405826347,69.71494380171836,86.81629284740049,1.5010593186159011,5.4559,3.9548,17.055464030752333,-1.290667286552828,-0.1683523819156467,6.2292,6.0199,3.3599820201631,0.816050603196282,0.6812528948982934,Semi-Coherent (Moderate Strain Risk),1.099,1.007,8.253,2.855,Tier 1: Next-Gen Breakthrough
AgHg2AsO4 / AlH11SO10,AgHg2AsO4,AlH11SO10,0.5883079610836297,82.2322472278489,0.0179673634459917,0.5793242793606339,0.5972916428066256,76.85396438628403,90.61958825735344,0.9995169977268192,5.3941,4.3946000000000005,17.176424784435866,-0.5772142155117728,0.2260046420607108,4.1625,4.1376,0.5981981981981911,0.9644560734702626,0.5569908946528489,Coherent Epitaxy (Low Strain Risk),1.221,0.823,8.311,2.8542,Tier 1: Next-Gen Breakthrough
Ba(GdSe2)2 / AlPO4,Ba(GdSe2)2,AlPO4,0.6173296999858093,78.19125941988203,0.031359144206822,0.6016501278823984,0.6330092720892204,73.1608446059981,88.28446084904509,1.481060739031996,5.6178,4.1368,18.45154623957488,-0.8729733373710338,0.1892767356410752,5.772,4.0145,30.448717948717952,0.1584767417947427,0.312312938026105,Requires Buffer Layer (High Dislocation Risk),1.149,0.462,8.928,2.8532,Tier 2: Competitive Alternative
Ba4LaGe3SbSe13 / Ba2B11H7O22,Ba4LaGe3SbSe13,Ba2B11H7O22,0.612218327066645,76.85708206954352,0.0253817222885626,0.5995274659223637,0.6249091882109263,69.89883709659152,87.81846377327618,1.4883785721190117,5.6652,4.1768,18.6003620248424,-1.1127666748118454,-0.2941007469833365,5.952,3.737,37.2143817204301,0.105244391622544,0.2671098783267519,Requires Buffer Layer (High Dislocation Risk),1.16,0.395,9.0,2.8523,Tier 2: Competitive Alternative
Ba21(Cd2Sb9)2 / Ba2CaP4(H3O8)2,Ba21(Cd2Sb9)2,Ba2CaP4(H3O8)2,0.5976398127367972,83.1929282543138,0.0210108638111959,0.5871343808311992,0.6081452446423952,78.92577059311262,91.03102500154154,0.986816997726819,5.4657,4.4789,17.581490207109955,-1.5060553746319727,-0.187970260555047,4.3591,3.8994,10.545754857654098,0.528338464769755,0.440422830275659,Requires Buffer Layer (High Dislocation Risk),1.244,0.651,8.507,2.8523,Tier 2: Competitive Alternative
Ba3NbAs3O / AlH10SO9F,Ba3NbAs3O,AlH10SO9F,0.6051952911553745,74.72515378967292,0.0082729610163578,0.6093317716635535,0.6010588106471956,64.12157727958699,86.57544085607654,1.323916997726819,5.459199999999999,4.1353,17.544680452886684,-0.213043091931818,-0.3325272652528232,4.0931,4.1709,1.9007598152989147,0.8913697371664682,0.5203701922477626,Coherent Epitaxy (Low Strain Risk),1.149,0.769,8.489,2.851,Tier 1: Next-Gen Breakthrough
AlHg2SbCl4 / B5H12NO12,AlHg2SbCl4,B5H12NO12,0.6228222302817279,80.10697772867071,0.0264315461706832,0.6096064571963863,0.6360380033670695,75.12417466101024,89.43945188951652,1.092616997726819,5.5022,4.409599999999999,17.789162841996657,-0.568949293142359,0.0689404934687953,4.773,3.6013,24.54850199036245,0.2264605841949313,0.3940868895593628,Requires Buffer Layer (High Dislocation Risk),1.225,0.582,8.608,2.8457,Tier 2: Competitive Alternative
Ba4Sb2O / Ba2CaP4(H3O8)2,Ba4Sb2O,Ba2CaP4(H3O8)2,0.5945647673074512,82.85334734298051,0.0237900306678308,0.5826697519735358,0.6064597826413666,79.02615604330117,90.7187757763584,0.8908169977268193,5.4657,4.5749,17.581490207109955,-0.965486512007387,0.0398041487245622,4.4929,3.8994,13.20973090876716,0.4496936436366335,0.4046232011920863,Requires Buffer Layer (High Dislocation Risk),1.271,0.598,8.507,2.8444,Tier 2: Competitive Alternative
Ba2InBiSe5 / AlPO4,Ba2InBiSe5,AlPO4,0.5916234317873176,83.30390141100233,0.0298694967926689,0.5766886833909831,0.606558180183652,81.51556079046767,90.22195521504456,1.316416997726819,5.6178,4.3014,18.45154623957488,-1.657046783175429,0.0221788254986747,5.9323,4.0145,32.32810208519461,0.1414441730986268,0.2575737256200492,Requires Buffer Layer (High Dislocation Risk),1.195,0.381,8.928,2.8432,Tier 2: Competitive Alternative
Ba2YCoO5 / Ba(PO3)2,Ba2YCoO5,Ba(PO3)2,0.594026972501296,82.8538229529816,0.0158581976050624,0.5860978736987648,0.6019560713038272,77.33512928798618,91.04268527360328,1.0272169977268188,5.4349,4.4077,17.40684437120676,-0.1722971624206324,0.1142772874741929,4.7072,4.3882,6.776852481305233,0.6636505321087834,0.4699279555729607,Requires Buffer Layer (High Dislocation Risk),1.224,0.694,8.423,2.8385,Tier 2: Competitive Alternative
